comment	label
[千股, 节奏, 跌停]	neg
[周四, 黑色]	neg
[黑, 跑, 稳住, 庄家, 嘴太多, 散户]	neg
[大跌, 为什, 跌, 个股, 指数]	neg
[新低, 要创, 不妙, 感觉]	neg
[探底,  , 挺住, 等待, 诱空]	pos
[韭菜, 割, 加速, 拔, 羊毛]	neg
[一二, 脚, 叭, 地板, 反正]	neg
[低吸, 毛估估]	pos
[日前, 150, 15, 点行, 跌, 关注]	neg
[三天, 涨, 回去, 跌]	neg
[爹, 死, 行情]	neg
[早, 早死, 托生]	neg
[cpi, 真的, 语, 神奇, 两点]	neg
[做, 盈亏, 做空, 国家队]	pos
[位置, 刚刚开始, 头部, 下跌]	neg
[点, 失而复得, 3200, 完毕]	neg
[养老金]	pos
[外逃, 主力, 几天, 目标, 加速, 资金]	pos
[行情, 作俑, 对付, 卖, 折, 别买别]	neg
[无药, 可救]	neg
[股市, 语言, 不到, 仇恨, 形容, 找]	neg
[坚守, 启动, 厚报, 鼓掌, 必有, 龙头]	pos
[成仓]	neg
[怂, 最该, 操, 股价, 重罚, 国家队]	neg
[ , 小孩, 电梯间, 深, 刚刚, 刻]	pos
[周四, 炸盘, 不赞, 日, 法定]	neg
[抄底, 干, 机会]	pos
[不补,  , 估计, 股灾, 缺口]	neg
[点, 必破, 暴跌, 明日, 3200]	neg
[妹, 砸, 使劲]	neg
[点, 见分晓]	neg
[危险,  , 困惑]	neg
[ , 好样, 跌]	neg
[中装, 一股, 推, 紫光, 建设, 今日, 002822, 骗人]	pos
[向下, 趋势]	pos
[不保, 3200]	neg
[股, 一锅, 赶紧, 危, 走, 焖, 金融, 希望]	neg
[到位, 水泥, 上峰, 机会, 调整]	pos
[曰, 日, 完]	neg
[发, 对冲, 定增, 新股, 利好]	pos
[上行, 百点, 希望, 巨阴]	pos
[股]	neg
[守, 不住, 跌破, 3200]	neg
[明天, ....., 星期五]	pos
[包, 大人]	neg
[大跌]	neg
[集体, 上攻, 迹象, 小幅, 指数, 板块, 锂电池, 三大, 回升]	neg
[跳, 提早]	neg
[股市, 业绩, 背景, 差, 上天, 股价, 中国, 公司, 飞]	neg
[国家, 金叉, MACD, 3000, 点, 重回, 希望]	neg
[股市, 利空, 加息, 深刻理解]	neg
[蓝筹股, 本轮, 行情, 慢牛, 主导]	pos
[庄家, 厉害, 抵抗, 培养, 国家队]	pos
[抛弃, 换, 美元]	neg
[期货, 股指, 该死]	pos
[风险, 两会, 行情, 告一段落, 敬请]	neg
[跌停, 更好, 上证, 跌光]	neg
[2200, 圈, 走, 新股, 跌回, 市场, 资金]	neg
[稳定, 前两天, 股市, 资金]	pos
[A股, 恶心, 30, 跌, 多点, 天呀]	neg
[股市, 主力, 完, 玩, 想, 中国]	neg
[医疗, 创业, 智慧, 互联网, 午后, 锂电池, 反弹]	pos
[跑, 跌]	neg
[股市, 回报, 投资, 解决, 哪来, 股东]	neg
[跳水]	neg
[妈, 几天, 操, 跌, 完, 半天, 涨]	neg
[中国, 股, 挺住]	neg
[飞流直下,  , 00, 快到, 时间, 点, 三千]	pos
[走, 希望]	neg
[猛些, 大笑]	neg
[]	neg
[国家队, 赶紧]	pos
[跳水]	neg
[经济, 股市,  , 莫名, 跳水, 数据]	neg
[先, 填, 挖坑]	neg
[杀]	neg
[测测, 股民, 几星]	neg
[好好, 跑, 砸, 盘者]	neg
[多此一举]	neg
[次新股, 有色, 涨幅, 过大, 水泥, 调整]	pos
[无言]	neg
[横线, 上方, 3200, 下午, 证明, 想, 走条, 点]	neg
[抽风]	neg
[涨停, 指数, 自然, 23, 反, 弱, 不到, 家, 盘中, 结构]	pos
[点, 沪综指, 考验, 支撑, 3200]	neg
[血雨腥风]	neg
[能破, 30, 天线]	neg
[到千股, 感受, 刺激, 好久没, 跌停, 加油]	neg
[妥妥, 暴跌]	neg
[做, M, 头, 大盘]	neg
[发, 要死, 新股, 时间, 慢点]	pos
[低开, 明天, 3170, 跳空]	neg
[鸡, 杀, 来个, 千股, 年, 鼓掌, 跌停]	neg
[市, 涨, 人造, 跌, 瀑布, 爬山]	neg
[方向, 没什么, 迷茫, 市场, 资金]	pos
[行情, 日, 14, 闭目, 本月, 两会, 周二, 告一段落]	pos
[涨一涨, 抵制, 萨德, 钱, 作贡献, 股市, 赚点]	neg
[好比, 信心, 10, 买, 年前, 年, 2017, 黄金, 买股]	pos
[邮局, 尼玛, 下跌]	neg
[4000,  , V, 点见, 反转]	pos
[水泥, 入, 有色, 券商, 跑, 次新股]	pos
[开, 完会]	neg
[尾盘, 拉升]	pos
[指数, 拉, 最终, 抬, 权重股, 大跌, 个股]	neg
[快点, 跌]	neg
[下周, 补, 两, 指, 月, 沪, 本周, 缺口, 必回, 下方]	pos
[路上, 资金]	pos
[倒]	neg
[牛票, 建仓]	pos
[让利, 想, 新股, 明白, 利是, 投资者, 发行]	neg
[回到, 爬, 分钟, 上午, 收盘, 四十分钟]	neg
[尾盘, 来场, 狂拉, 盛宴]	pos
[ , 介入, 3200, 支持, 3260, 突破, 积极参与, 短线, 快速, 点]	pos
[傻散, 空头, 不屑, 砸]	neg
[下星期, 已出, 大盘, S, 点, 减仓, 清仓]	neg
[排除, 变盘, 上证, 创, 节点]	pos
[点, 跌破, 3200]	neg
[交割日]	neg
[ , 国务院, 三板, 确认, 独立, 迎来, 新, 总理, 制, 市场, 地位]	pos
[!, 明天, 捂, 好好, 3205.55, 更好, 希望]	pos
[王大妈, 粪坑, 大笑, 说]	neg
[哥, 半会, 下午, 估计, 说, 两点, 一场, 腥, 半见, 不多]	neg
[指数, 涨, 不让, 跌, 还特, 个股]	neg
[托, 撤, 郭嘉队]	neg
[死守, 3200, 再见, 两涨, 跳水]	neg
[乐观, 明天, 行情]	pos
[双头]	neg
[龙的传人, 何方]	neg
[路, 下跌, 跑, 引, 减持, 高, 董监, 提前]	neg
[股市, 大笑, 下午, 曰, 告别, 起不来]	neg
[袖子, 娘, 干, 创业板, 撸]	pos
[希望]	neg
[没有支撑, 全破]	neg
[社保, 想稳, 大盘, 前段时间, 机构, 卖]	neg
[一波, 次新股, 会有, 3100, 点, 进, 回调]	pos
[跌, 加息]	neg
[!, 直线, 股市, 真牛, 一条, 高]	pos
[股, 求求, 玩, 买点, 券商, 被套, 抄底]	neg
[加油, 行情, 干, 创业板]	pos
[ , 超级, 买单, 来拉红, 指数]	pos
[我来]	neg
[龙, 中国, 起飞]	pos
[A股, 红十字, 屈起, 担心, 不用, 收, 二点]	pos
[国家, 机构, 动, 小散, 买, 勇敢, 卖, 一点]	neg
[深, 收红, 反弹, V]	pos
[人造, 慢牛]	neg
[板块, 厉害, 特斯拉]	neg
[点,  , 2800, 下方, 股票]	neg
[V, 正式, 版, 大牛市, 开启, 大盘, 直, 反转, 中国]	pos
[经济, 资本, 股市, 实体, 股价, 转向, 高]	pos
[反转, 型, 国家队, 真给力, V]	pos
[局面, 监管, 出手, 挽回, 银行, 层应, 拉升]	pos
[拉, 10, 分钟, 红盘,  ]	pos
[股市, 春天, 绿油油, 养眼]	neg
[下午, 完]	neg
[绩优, 全线, 轮胎, 三角, 涨价, 底部, 产品, 次新股, 抢筹]	pos
[结束, 603058, 良机, 陷阱, 买入, 空头, 永, 拉升, 洗盘]	pos
[撑, 结, 股市, 两会, 3000]	pos
[暴跌, 狂泻, 虚拉下, 指数]	neg
[银行, 盘, 结束, 券商, 砸]	neg
[神爱世人]	neg
[元, 20, 均线, 22.57, 电影, 跌, 再撑, 中国, 日]	neg
[行情, 机构, 二会, 大会, 偷偷, 历来, 机会, 减仓]	neg
[万桶, 原油, 黄逸尘, 08, 瞬, EIA, 急速, 800, 激增, 支撑, 3.9]	neg
[ , 分底, 动能, 下跌, 60, 背离]	neg
[跑, 股市, 套, 没得, 骗人]	neg
[大街, 纷纷, 跑, 日线, 破位, 老股民, 一出, 趋势]	neg
[玩, 漫漫, 熊路, 撤, 国家队]	neg
[点, 大决战, 大笑]	neg
[股市, 何时能, 下跌, 中国, 欧美, 反击, 绝地]	neg
[!, 耐心, 终于, 等待, 调整]	pos
[忍住, 不买]	pos
[准备就绪, 分批, 慌, 模式, 熔断, 有序]	neg
[离场, 清仓]	neg
[窄幅, 市场, 午后, 整, 盘整, 资金]	pos
[行情, 下周, 冲击, 两会, 上证指数, 展开, 3300]	pos
[大片, 天天, 绿油油, 大笑]	neg
[会上, O, 兄弟, 关注, 信息, 拭目以待, 恒锋]	pos
[狠狠, 一股, 起码, 3200, 30, 买, 跌破, 劳资]	neg
[元, 27.76, 余额]	pos
[幅度, 加大, 转向]	pos
[拉稀, 下午]	neg
[先, 陷入, 被动, 防守]	neg
[牛股, 介绍]	neg
[必补, 缺口, 口去, 补缺, 力, 国家队]	pos
[板块, 迎来, 暴涨, 国际贸易]	pos
[暴跌, 中, 下降, 亏光, 通道]	neg
[未, 3202]	neg
[操纵, 下午, 股市, 算不算, 拉回去]	neg
[填权, 指数, 板块, 高送, 转, 弱势, 午后, 震荡, 态势]	neg
[盘, 买盘, 量, 砸]	neg
[股票, 不看, 两合]	neg
[两会, 结束, 不到, 跳水]	neg
[大跌, 期间, 两会, 事情, 一遍]	pos
[经济, 消费, 股民, 上涨, 带动, 挣钱]	pos
[大便, 行情, 维稳, 垃圾]	neg
[300304, 涨停, 电气, 科技, 云意, 盘口, 603009, 北特]	pos
[挺住, 国家队]	pos
[主力, 绣空, 下不去]	neg
[买, 放心, 跌, 微笑]	neg
[重组, 军工, 启动]	pos
[跌停, 出货, 利好, 千古]	neg
[玩, 石油, 拉中]	neg
[离开, 股市]	neg
[挂, 涨停, 手上, 股票, 大跌, 记住]	pos
[穷, 韭菜, 疯, 根儿, 挖]	neg
[股票, 关注, 值得]	pos
[长下影, 收个]	neg
[补不上, 大跌, 麻烦, 缺口, 大盘]	neg
[黑色, 星期四]	neg
[看张, 中长期]	neg
[微笑, 下午, 直拉]	pos
[走势, 该涨, 涨, 30, 跌, 分钟, 向下]	neg
[期指, 直线, 国家队, 出手]	pos
[跌停]	neg
[00, 永吉, 结束, 603058, 陷阱, 空头, 股份, 拉升, 洗盘]	pos
[届, 14, 日下, 下午, 闭, 本月, 行情, 两会, 周二]	pos
[期货, 权重股, 放松, 股指, 转弱]	neg
[烂, 木头]	neg
[]	neg
[A股, 别看]	neg
[困惑, 玩意]	neg
[跌停, 千古]	neg
[不屑, 大阴, 你妹, 一根]	neg
[股, 信心, 做个, 股票, 选择, 之间]	neg
[手上, 挂, 涨停, 股票]	pos
[分析, 行情, 回顾, 边风, 去年, 情况, 人为, 符合]	neg
[多行不义, Bi, 必自]	neg
[养老金, 铺路, 大坑, 静待, 入市, 估计, 绘]	pos
[回到, 解放前]	neg
[屁, 买, 量]	pos
[1400, 中证, 股指, 加仓, 期货, 被套, 500, 空头, 猛烈, 亿]	pos
[回调, 美股, 理解, 配合]	pos
[收盘, 跌停, 千股]	neg
[002254, 买入, 大胆]	pos
[看涨, 中长期]	pos
[点, 杀, 900, 大盘, 回避]	neg
[永吉, 结束, 603058, 002810, 山东, 股份, 拉升, 洗盘]	pos
[机会难得]	pos
[开挂,  , 全国, 案, 抢红包, 首例, 金额, 涉案, 万元, 3000, 破获]	neg
[养老金, 口号, 维稳]	pos
[拒绝, 黄赌毒]	neg
[中国, 股市, 一塌糊涂]	neg
[撑, 多久, 看能]	neg
[文化, 体育, PPl, 科, AR, 确实, 高]	pos
[加息, 美国, 提前]	pos
[明天, 大盘, 一小, 跌, 人气, 大跌, 个股, 准是]	neg
[3180, 调整]	pos
[早盘, CPI, 月, 下跌, 同比, 跌至, 受, 中国, 意外]	neg
[房价, 玩坏, 最贵]	neg
[妈, 逼, 稳定]	neg
[唱, 太, 中, 跑, 字头, 雇佣, 小号, 国家队]	neg
[自作自受]	neg
[处于, 集体, 分化, 高位, 美股, 港, 外围, 午评, 低迷]	neg
[朋友, 月, 20, 号, 买入]	pos
[反弹, 下午, 无量, 买入, 傻, 散户, 逼]	neg
[尾盘, 收高, 不用, 担心]	neg
[资金]	pos
[只生, 恨, 恨不得, 大盘, 四条, 长, 逃命, 两条腿, 腿]	neg
[大跌, 胜利]	neg
[股民, 受磨]	neg
[经理, 3.15, 信息, 收到, 刚刚, 基金, 清仓]	pos
[坑, 绝地大, 再现, 次新股, 逆转, 黄金]	pos
[标准, 股市, 全球, 垃圾, 唯一]	neg
[跌]	neg
[做, 幸福, 跌, 中国, 空, 空仓]	neg
[生命, 股市, 珍爱, 远离]	neg
[股市, 肿, 理解]	neg
[朋友, 止损, 第一]	neg
[维护, 大盘]	neg
[创业板]	neg
[股, 股市, 小心, 中国, 暴跌, 高风险, 区]	neg
[问, 大盘, 跌, 诺诺, 一句]	neg
[快跌]	neg
[抵抗, 股市, 体现, 一点, 萨德来]	neg
[减仓, 加息, 美, 本金, 献花, 保]	neg
[跌停, 千古]	neg
[3200, 破, 护城河, 点, 卖出, 减仓, 空仓]	neg
[持,  , 002591, 公告, 午间, 员工, 持股, 恒大, 计划, 高新]	pos
[死翘翘]	neg
[妥, 稳妥, 3200]	neg
[买]	pos
[高, 養老斤, 点位, 嫌, 入市]	pos
[小幅, 收跌]	neg
[股灾]	neg
[房地产, 害怕, 加息, 美元]	pos
[不屑]	neg
[股, 涨, 诱多]	neg
[明天, 苦, 两会, 间, 砸, 盘]	neg
[不跟量, 指, 沪, 分钟, 15, 反弹]	pos
[这才, 本质]	pos
[阴线, 一根]	neg
[A股, 没脸没皮, 关门, 没羞没臊]	neg
[资金, 维稳, 赔钱]	neg
[登场, 梦之队, 热身, 预赛, 两点, 一点, 半决赛]	neg
[险守, 小编, 险破, 发稿, 3200]	neg
[林浦, 浅谈, 下周, 加息, 下跌, 美联储]	neg
[崩盘, 在劫难逃]	neg
[天唱, 身影, 山头, 英大霸]	neg
[个点, 指数, 幅度, 前, 杀跌, 近期, 40, 盘中]	neg
[明天, 不要脸, 里, 屎, 黑, 专, 嘴, 前马, 收盘, 托, 抽]	neg
[困惑, 见光死]	neg
[3200, 前, 加息, 大盘, 如破, 走, 美国, 点, 强, 支撑, 调整]	pos
[20161212, 日, K, 出局, 复制, 今日, 证实, 线, 观望]	pos
[买点, 医药, 易明]	neg
[友情, 指, 提示, 沪, 3100, 目标, 本轮, 点, 调整]	pos
[002081, 操盘手, 听, 说, 胜利, 建仓]	pos
[锅里, 汤锅, 乱滚, 加息, 里, 三月, 美国, 静, 滚]	pos
[企业, 实施, 三板, 挂牌, 事, 新, 324, 家, 转板, 大跌, 原因]	neg
[ , 踩, 创业, 大盘, 显现, 迹象, 支撑, 头部, 上证, 午评, 回]	pos
[ , 解释, 型, 走势, U, 请, 上证指数]	pos
[600755]	neg
[亏了, 死气沉沉]	neg
[幻想, 要不得]	neg
[3200, 赶紧, 下午, 大盘, 破, 减仓]	neg
[看猪, 低头, 技术, 真笑]	neg
[发帖, 蛊惑, 买, 卖, 发表, 观点]	neg
[生命, 健, 污染, 挑衅, 垃圾, 霾, 危及, 雾]	neg
[A股, 美说, 绝地大, 午后, 中国, 逆转, 版大]	neg
[轻仓, 代表, 朋友, 千股, 跌停, 强烈要求]	neg
[升势, 位置, 静待, 主力, 护盘, 无望, 短线, 重拾]	neg
[明天, 下午, 下跌]	neg
[像是, 线图, 鳄, 一只, 巨, K, 垂涎三尺]	neg
[12, 去年, K, 下午, 双, 急杀, 成形, 线]	neg
[明天, 有望,  , 股票, 下午, 反, 大盘, 低吸, 收阳, 拉红, 抽]	pos
[喊, 大涨]	pos
[干干净净,  , 回马枪, 他个, 下午, 上证指数, 反弹]	pos
[嚎多, 霸天, 几天, 躲, 猴子]	neg
[悠悠, 君莫问, 提起, 往事, 深, 耐心, 勇气, 忘, 价值]	pos
[短信, 星期一, 听, 清仓, 后悔, 接到, 晚已]	neg
[睡觉, 适合, 阴死阳活]	neg
[还会, 概率, 两, 指数, 反复, 低, 深证, 三个, 收单, 顶]	neg
[拉高, 下午, 券商, 套现]	pos
[大盘, 守住, 3200]	neg
[去年, 稳稳, 3200, 大盘, 主力, 熔断, 点, 非, 搞]	neg
[深谐, 股友, 歌曲, 希望, 改编]	neg
[随意, A股, 太, 下午, 唐僧肉, 发, 当成, 阴跌, 新股]	neg
[3206, 3204, 连线, 压力, 线, 3198]	neg
[妈, 下周, 3100, 跌, 三天, 涨, 点, 清仓]	neg
[千股, 跌停]	neg
[唱, 剩下, 傻子, 霸天, 庄托]	neg
[10, 日, 天线, 线下, 20, 短线, 做, 中线, 有大, 空仓]	pos
[大小, 美女, 大校, 通吃]	neg
[害人, 害, 如骂己, 骂人]	neg
[制, 跌停, 利空, 注册, 千古]	neg
[回档, 循环, 中, 多空, 而己]	neg
[股市, 涨, 跌, 三天, 好意思, 谈]	neg
[持股, 动, 调查, 出逃, 大部分, 早上, 央视, 信号]	neg
[3207,  , 3227, 支撑, 关注, 午后, 午评, 收回]	pos
[踩, 中旬, 30, 加息, 美, 预期, 日线, 上证, 反攻, 回]	pos
[买, 压惊, 啥时候, 毛病, 股票, 改, 恐慌]	neg
[下周, 反弹, 赞]	pos
[大盘, GJD, 主动, 买套, 下跌]	neg
[神仙, 开心, 算算, 神棍, 中国, 身边]	neg
[蛙, 行情, 结束, 温水, 煮]	neg
[也许, 拉, 拉回来, 下午, 跌, 大盘, 个股, 逼]	neg
[大宗, 股市, 本轮, 商品, 踏下来, 带动, 牛]	neg
[幻想, 希望, 暴跌, 不抱, 短期, 割肉, 清仓]	neg
[去年, 中旬, 涨到, 映山红, 月, 大涨]	pos
[板块, 后市, 关注, 机会]	pos
[总归, 两种, 走, 该来, 目标, 应是, 3148]	pos
[李大宵, 想, 喜欢, 贴, 评论, 骂人]	neg
[A股,  , 两, 应对, 重挫, 紧急, 幕后, 午后, 黑手, 曝光, 思路]	neg
[下次, 至少, 再过, 双顶, 年, 结构]	neg
[线图, K, 一分钟, 最短, 60, 敏捷, 大盘, 趋势]	neg
[砸掉, 超, 厉害, 的哥, 大盘, 开盘, 短线, 稳健]	pos
[具备, 杀跌, 大盘, 大幅, 午后, 等于, 自杀, 恐慌]	neg
[只能, 重仓, 慌, 仓位, 控制]	neg
[只能, 重仓, 慌, 仓位, 控制]	neg
[见底, 买, 哥, 潇洒, 卖]	neg
[不该, 全有, 散, 股市, 没好]	neg
[加息, 跌, 下午, 维稳, 美, 套现]	neg
[股市, 疮疤, 揭, 里, 忘, 疼]	neg
[情理之中, 暴跌]	neg
[股,  , 爆发, 下午, 降临, 暴跌, 此类, 提前]	neg
[套现, 下午, 加息, 美]	pos
[筑底, 上攻, 同意, 成功, 模式, 开启, 顶, 大盘]	pos
[从来不, 研究, 减持, 大小, 顾及, 改, 非]	neg
[期间, 下午, 维稳, 预计, 两会, 不好, 大跌, GJD, 抄底]	pos
[跑, 死, 趋势, 下降]	neg
[跟量, 情况, 关注, 午后]	pos
[路, 减持, 跑, 异曲同工, P2P, 式, 股东, 清仓, 处]	neg
[套, 王道, 炒, 关注度, 高, 次新股, 资金]	pos
[流动性, 新三版要, 转版, 大股, 不好, 原因]	neg
[10000, 三板, 转完, 圈钱, 家新, 地摊, 上市]	neg
[跑, 大跌, 下午, 坏]	neg
[带量, 手, 下跌, 管住, 观望]	neg
[ , 能到, 担心, 3400, 感觉, 反弹]	pos
[事, 三遍, 加息, 说]	pos
[明天, 看着, 更惨, k, 下午, 拉不起, 线]	neg
[下午, 加息, 没戏, 美, 套现, 高]	pos
[ , 中标, 证券化, 000010, 16, 资产, PP, 生态, PPP, 美丽, 热点, 亿]	neg
[字来, 化解, 走, 加息, 美联储, 利空, V, 今日]	pos
[3230, 3210, 上方, 压力, 点, 上证指数, 下方, 支撑]	neg
[中饭, 跌, 胃口, 满仓, 无比, 痛]	neg
[神州, 中, IPO, 图骥, 新股, 发行]	pos
[下探, 风险, 释放, 每一波, 指数, 过程]	neg
[兑现, 利空, 加息, 真到, 今日, 下跌, 美联]	pos
[ , 善, 物价, 低, 高房价, 股价, 高, 税收]	neg
[OK, 下午, 走势, 深, V, 反弹, 赞]	pos
[牛市, 死, 三干, 必破]	pos
[智能, 概念股, 萨德, 巨能]	neg
[ , 跌, 50, 买, 上证, 到位]	neg
[越, 炒, 寒心]	neg
[跌跌, 不用, 担心, 过分, 一家, 停]	pos
[三八妇女节, 三十八, 庆祝, 下跌, 昨天, 说, 点]	neg
[爆跌, 牢记, 每周, 日, 法定]	neg
[ , 蛐蛐, 英勇, 叔叔, 子龙, 回家, 救, 斗]	pos
[踩踏]	neg
[经济, 流入, 昨天, 实体, 180, 多亿, 230, 亿, 资金]	pos
[钱, 不好意思, 赚钱]	neg
[脸上, 笨, 拍, 胡乱, 冷冷的, 冰雨, 绿]	neg
[抄底, 600678]	pos
[探日, 下探, 3211,  , 若分, 主板, 低, 低点, 破, 时, 点]	neg
[兵败如山倒, 指挥, 失灵]	neg
[太高, 军工, 估值]	neg
[下跌, 跌, 拉升, 无量]	neg
[机构, 满仓, 大幅, 被套, 一个月, 买入, 资金]	pos
[日, 月, 低点, 日线, 顶, 成立, 今跌漏, 分型, 级别]	pos
[识相, 点, 下午, 我拉回]	neg
[点, 200, 暴跌, 下午]	neg
[微笑, 调整, 个点, 微]	pos
[我子,  , 救出, 不成器, 可惜, 龙, 进]	pos
[玩意, 翻脸, 维稳, 昨天, 说, 做空]	neg
[至极, 股市, 垃圾]	neg
[跑, 下周, 大跌]	neg
[风险, 释放, 跌下来, 杀跌, 大盘, 幸灾乐, 好事]	neg
[完后, 上山, 大小, 下山, 背影, 兜售, 非]	neg
[查一查, 赶紧, 识相, 期间, 跌, 两会, 资金]	pos
[李大霄, 瞎子, 打灯笼]	neg
[发, 新股, 影响, 说, 大盘]	neg
[放开, 机构, 期货, 所说, 股指]	pos
[指数, 大盘, 别想, 上涨, 死, 反弹, 个股]	pos
[00, 永吉, 结束, 603058, 拉升, 股份, 恐慌, 洗盘]	pos
[盘, 日, 砸, 星期四, 法定]	neg
[ , 包, 指数, 权重股, 无耻, 拽, 势]	neg
[风险, 释放, 大胆, 两会, 做, 提前]	pos
[空话, 股市, 维稳, 一句]	neg
[走, 稳, 稳步, 下降]	neg
[下午, 赶紧, 拉回来, 3240, 两会, 重回, 深跌]	pos
[12, 20, 走, 玩, 月, 大盘, 天, 跌破, 均线, 没得, 上次]	neg
[散, 股指, 不用, 期货, 放开, 做]	neg
[跌幅, 超, 下车, 赶紧, 下周, 加息, 大盘, 20, 美]	pos
[A股, 癌股]	neg
[ , 流出, 有人, 维稳, 半天, 100, 哈哈哈, 亿]	neg
[开盘, 养老, 破位, 破]	neg
[山雨欲来风满楼, 避险]	neg
[不来, 深, 好久没, v]	pos
[事, 里, 说]	neg
[ , 抽丝, 盘似, 砸, 拉升, 塌方]	pos
[点, 速度, 不屑, 跌]	neg
[献花, 指引方向, 大伙]	pos
[早己, m, 中, macd, 12.12, 头部, 点, 80, 趺, 上证]	neg
[中, 维稳]	neg
[A股, 小散, 打压, 空头, 中国, 之幸]	neg
[日线, 两种, 到达, 方式, 34]	neg
[风险, 看样, 系统性]	neg
[稳定]	neg
[不拉, 玩, 仨, 上海, 银行, 江苏, 杭州]	neg
[撑, 没用, 位置, 跌, 勉强]	neg
[滴汗, 收益, 位置, 谨慎, 滴, 良策, 锁定]	neg
[效果, 盘中, 拉回来, 至少, 三天, 算, 洗盘]	neg
[韭菜, 暴跌, 收割]	neg
[风险, 释放, 跌, 权重, 完]	neg
[明天, 跳空, 均线, 守, 不住, 30, 低开, 守住, 来个]	neg
[ , 加油, 插, macd, 二次]	pos
[3214, 下探, 午盘, 下午, 3195, 起稳, 点, 收不到]	neg
[中阴, 机会]	pos
[推出, 日, 三板, 板块, 新, 创业板, 看好]	pos
[经济, 股市, 晴雨表]	neg
[图新先, 探路, 一带, 一路, 四维]	pos
[害人, 大盘, 买, 股票]	pos
[稳当, 胜利]	neg
[绝地大, 午后, 逆转]	neg
[破位, 下行]	neg
[狂, 部队, 撤退, 轰, 完毕, 维护, 散户, 呼叫]	neg
[点, 3205, 起死回生, 大盘]	neg
[悠悠, 何时休, 岌岌, 大盘, 千疮百孔, 总认, 浮, 绿]	neg
[多人, 看空, 说些, 大笑]	neg
[只能,  , 低头, 认命, 可怜, 做人, 散户]	neg
[警惕, 大骗子]	neg
[中, 石油, 一拉, 联通, 跌]	neg
[韭菜, 割, 满意, 否]	neg
[退出, 新, 崩溃, 创业板, 三板]	neg
[悠悠, 何时休, 岌岌, 大盘, 千疮百孔, 总认, 浮, 绿]	neg
[抱爹, 闪电, 木有]	neg
[拉, 联通, 抬, 护盘]	pos
[十, t, O]	neg
[ , 3200, 主力, 维稳, 大盘, 险守, 收盘, 标题]	neg
[发行价, 跌破, 上市公司, 远, 股价]	neg
[A股, 拉, 大跌, 联通, 指数]	neg
[稳定, 超级]	pos
[周四, 日, 法定, 上涨, 砸, 盘, 股灾, 每到]	neg
[期货, 松绑, 跌, 股指]	neg
